business_id,name,city
cbX2XHrun39yJBND451_oA,Goleta Bakery,Goleta
hDr_bt6MEwlGvGCCKzyzhg,Goleta Coffee Co and Loca Vivant Kitchen,Santa Barbara
EPkF-beh6gg_s3HtlAdfiw,Goleta Sushi House,Goleta
iJp9sq8UddLSrUtIieoD0A,Good Cup,Santa Barbara
wuzoQhym6ll3fjAiVgIJbw,Good Cup,Santa Barbara
S8saWaZlToeNoloR2fMrAQ,Grassini Family Vineyards,Santa Barbara
zWwGjQlUEiLS7hCXDkBGzg,Greek House Cafe,Santa Barbara
5GUA13zYgw4_8F6qUMU_LA,Green Star Coffee,Santa Barbara
XgehM3pBZWuXi45J2dqRJQ,Green Table,Santa Barbara
9kfN12wVGnKo54AaRjz0vQ,Guicho's Eatery,Carpinteria
-ipZBVF9nWm1vzrvQ3444A,Habit Burger Grill,Santa Barbara
cMd6d7T9ycU8DX0mVybNHA,Haggen Food & Pharmacy,Goleta
ng12rnK6ZGFddlC15c6Pqg,Haggen Food & Pharmacy,Santa Barbara
y_s6hHqKycP4L_pV0JlLjg,Haggen Food & Pharmacy,Carpinteria
Js3m_GdqNUGnEgXJ8WMtfQ,Hana Kitchen,Santa Barbara
-9r8nAzWyRSLxBWt8uQOdA,Hana Kitchen,Isla Vista
EvC-VdZwoUToLcjUtcntqQ,Hanamura,Isla Vista
qcWH6YUyPFXUYka3rV8m8w,Hanamura Cantonese Dim Sum,Isla Vista
Y0izXh4Dv1_YU68tn43Xiw,Handlebar Coffee Roasters,Santa Barbara
PWWGbkPC_agn-4s1Hv1W5A,Handlebar Coffee Roasters,Santa Barbara
n6reYUBVF9buglcojgB0FQ,Harbor Market & Deli,Santa Barbara
Slihcg1bmYvw-V_FUFghLg,Harbor Meat & Seafood,Santa Barbara
AgiBcv5rKdV9QIO5yF7w8g,Harbor of Santa Barbara Inc,Santa Barbara
IDtLPgUrqorrpqSLdfMhZQ,Helena Avenue Bakery,Santa Barbara
to6wzDW0qBkrY6zttmngZg,HeliCafe,Goleta
upxQiiUF-6NM9jOJCxS_hg,Hennings Cake Boutique,Santa Barbara
2WHu0k5VVM1Pn9AFzkSBlA,Here's the Scoop,Montecito
gebiRewfieSdtt17PTW6Zg,Hibachi Steak House & Sushi Bar,Santa Barbara
rsEy48n_jB0I-Mofec1NJA,Highway Karaoke and Fresh Tea,Goleta
BwUWmUFKCuJ-nN9vFwMt2Q,Himalayan Kitchen,Santa Barbara
FBqYnP7H3TMHYQvafuBTSA,Hiwi Tropical Fusion,Goleta
SaUbh0sMSev8gKNJYtC76g,Hob Nob,Santa Barbara
PUDTWmMzevJdvsueEmnYqw,Hochaya,Goleta
YiSr-W5BBX6uXnhWPxk82Q,Hoffmann Brat Haus,Santa Barbara
1hRWfuA-8THwYsDYgj-oIg,Holdren's Grill,Goleta
cAbdvzqtFLaAAMFIyPf2AA,Holdren's Steaks & Seafood,Santa Barbara
06pNHtxgPhGhZpM0Z2uzNw,Hollister Brewing Company,Goleta
bFWH7wlto7jjjwce5ZV--A,Home Plate Grill,Goleta
C-zgOpqD2K0xDJU4ty7zKg,Honor Market,Santa Barbara
3tvi-OJ_-iK1ecjzSaH-oA,Hook And Press Donuts,Santa Barbara
c7GJVA-6lQxcH6QkrRiW0w,Hot Spots Espresso Company,Santa Barbara
nx01nL2of3ngBwA6XZYqEg,Hotdog Mini Mart,Santa Barbara
VZhRxX3BzU09qK4UlXrN4g,Hugos Restaurant,Carpinteria
XkveGZ8pr9TL5bZCqmzuhA,Hustle & Grind Coffee Company,Santa Barbara
BZq27sUTa_hruRKXr1x54g,I'a Fish Market and Cafe,Santa Barbara
T2otvNcawDSkhykOG2tOLA,IHOP,Santa Barbara
mNmUN0HghVFeAYTJ5GwxoA,IHOP,Carpinteria
EzhRlsTdACV60rOgrGYyqA,IHOP,Santa Barbara
F6KHs4GDw_9tpuv65M6PGA,IV Deli Mart,Goleta
p73i2GDzPRZJbYBa8qtpSQ,IV Drip,Isla Vista
zNbRWVCKNe6gBShmnuAQNw,Ice Milk Company,Goleta
kZtl_NJjUnlIQgzFrBhXyQ,Ichiban,Santa Barbara
PR9GKW_tKuQGIAB_aeFPJw,Ike's Place,Goleta
04Ss49U_QKYLotcJMAH8cA,Ike’s Love & Sandwiches,Santa Barbara
CYwC5OjwCN6ib_AQDxi3Ow,In-N-Out Burger,Goleta
uXxrl2LRH2mB1uw0GJF4GA,Indo-China Market,Goleta
sj2o49ZCq2iJlZxDNrHDaA,Institution Ale Company,Santa Barbara
PPcz-0UtIJ8O7xDT551y2g,Intermezzo By Wine Cask,Santa Barbara
_ywevgEtI1SpZBtY3rILRg,Isabella Gourmet Foods,Santa Barbara
4NozMd-0ufrS7sUZ95948w,Island Brewing Company,Carpinteria
V4lqQdll3_TAEtkrHDYbAA,Italia Pizza & Pasta,Goleta
1pYZMmpdy2MviWBbagMwbA,Italian & Greek Delicatessen,Santa Barbara
oq4-qHT6EJeR81GBDq1OVg,Italian Grocery & Deli,Santa Barbara
aOVpnuzdFEIp87NpGyNDkA,Itsuki,Goleta
c1oDGw0j9-Lxus_Xs7go8g,Itsuki Restaurant,Santa Barbara
5t5fKwgnfaT-ScmfTcxwHg,JJ’s Diner,Santa Barbara
IofBnKUFeC1Z2uyFOTxNDw,JR's BBQ,Goleta
NAWO3P0rl396h0kdRXwuFA,JSB Cafe at Santa Barbara City College,Santa Barbara
h8DlM-VbvCNzpsTqihgUAw,Jack in the Box,Santa Barbara
Wy8Hswf2cLQGRZN6armkag,Jack in the Box,Goleta
fHUAs1ec568wu-a_mRq7Rw,Jack in the Box,Santa Barbara
Dp9Jxlocw7cnos9fE7HKIQ,Jack's Bistro & Bagels,Santa Barbara
jrSC1bwN2lz9dVBrNTejSg,Jack's Bistro & Famous Bagels,Carpinteria
YgbIbmfDlB-bZSsjuIfKwA,Jack's Bistro and Famous Bagels,Santa Barbara
KU4zXPo6v8c3N_l14wivQA,Jade Restaurant,Santa Barbara
Hlzn3A-B2-Q1xj3FHe_D0A,Jake's Cottage Cuisine Cafe,Santa Barbara
dv6tq79a0PhoFphStXkqcQ,Jamba Juice,Santa Barbara
QBNATcq7Stx9LxcSq16W7w,Jamie Slone Wines,Santa Barbara
2rv-W-PBYciHvOhruq8rlg,Java Jones,Goleta
XleIcqVgh3iBeM4s-rdy6g,Javan's,Goleta
HtxYbysdeXwexRrSkKdt2A,Jay C's Place,Isla Vista
1l4-uhraQzNiRjppKyMUUQ,Jeannine's American Bakery Restaurant,Goleta
FH0MVF7kK0D76Hh4e7hXfQ,Jeannine's American Bakery Restaurant,Santa Barbara
Hj44PIrCtv61ETVclzLMwg,Jeannine's American Bakery Restaurant,Santa Barbara
iMTjejk6apJKzCukZnDw5A,Jeannine's Bakery & Restaurant,Montecito
L4-_gPiqsuX50JN_-qUhNQ,Jeannine’s American Bakery & Restaurant,Santa Barbara
qx2YTFXfVDwQUfOeWCFfbw,Jersey Mike's Subs,Santa Barbara
gg5jIrK0cQbb3rmZHrteUw,Jersey Mike's Subs,Carpinteria
mQ9CsjWobwak1PMvZTSPQg,Jersey Mike's Subs,Santa Barbara
Ng4PxR9WVdbnDGC50PbzwQ,Jersey Mike's Subs,Goleta
vDYkWElzs38G4vzgLqwX-A,Jimmy John's,Isla Vista
ws0mjFrkanX_sXoUVRh8Uw,Jitters Coffee,Santa Barbara
nB0dV8yPv29F3-CFMPG8cw,Joe's Cafe,Santa Barbara
H5bsmYmdO3FBVQHC3jfx2g,John Dunn Gourmet Dining Room,Santa Barbara
6VVbLYay8czrjKJ4xRoTxQ,Judge For Yourself Cafe,Santa Barbara
95NWdx75Gwy4r_IGGuCnmQ,Juice N Things,Carpinteria
E1b_hNr22N2wGkq5Z9fmHw,Juice Ranch,Santa Barbara
0tbscjPg4IzURekIn_CJ1Q,Juice Ranch,Santa Barbara
oktohqIGhMQxOP7h5ugHlg,Julienne,Santa Barbara
wxsOj_q1XOye3ug45Hh5nQ,Jungle George Grill,Goleta
Gl3XO4ECKKli8-bKKdkkYA,KFC,Santa Barbara
i2yCrMQx5soH0jMFG32vxQ,KFC,Goleta
SWP5Cck3Hd_g-KWfVkF_IQ,KOL'S,Isla Vista
KdNQZQaMd4rKjNphqGHX6A,Kahuna Grill,Goleta
sQFk2gZFUCmLhfYX0ufPbA,Kahuna Grill,Santa Barbara
yw3vRR7XLIjEnlhMnVzR7w,Kai Sushi Shabu-Shabu,Santa Barbara
tjIIpbimdbi9Lrb-DoIzKg,Kaiju,Isla Vista
ZeGBAsyE8qcJsnWtmGWeBQ,Kaptain's Firehouse BBQ,Isla Vista
_swrAjNgk60HIGLVzHiqmA,Khao Kaeng by Empty Bowl Gourmet Noodle Bar,Montecito
5B-m3Nir02zheQnEGopV0w,Killer Shrimp,Santa Barbara
SsHMgOW3TT48Z7jeV5beqQ,Kimchi Korean BBQ,Santa Barbara
12Gc4OFQ-WAW0fAk2hRZuQ,Kin Bakeshop,Santa Barbara
8WltHaNG6wD1d4h3LE_zaA,Kogilicious,Isla Vista
Dr2tI5lPLiXQrE0iZRim9A,Kotuku Elixir Bar & Superfood Store,Santa Barbara
1xsBRB203LiYLcC3mktfdA,Kunin Wines,Santa Barbara
8BUr8GviR2o_b-brO21wwQ,Kyle's Isla Vista,Isla Vista
LKM0wL3GMsi8NwEdz-_n8w,Kyle's Kitchen,Goleta
QFh-h_OZ5Io-mBk32HN28A,Kyle's Kitchen,Santa Barbara
xkYNvZlraS1JGleICGhE1w,Kyle's Kitchen,Goleta
x3D4pyClaewoT1H2Jzcmjg,Kyle's Protein Grill,Goleta
fApb6LKfOdy5u7MP0hsHKg,Kyoto,Santa Barbara
wKOD2ZWMpiJcdSswRXVuRA,L&L Hawaiian Barbeque,Goleta
JxVPdQrAac7qNUnwse7xcw,L's Kitchen,Santa Barbara
s4k1P9FHfPUzw3dqXRp7eA,LOKUM Turkish Delight & Baklava,Santa Barbara
CwL56LgcMz7Bvi4xODHVSw,La Arcada Bistro,Santa Barbara
qnv_h-O1DzaHIL1sKrI-Yg,La Carreta,Goleta
CLlnfxaYPTVLKE4VR-U1Yg,La Cocina Mexican Restaurant,Santa Barbara
6kPHr6gZaU9732ptn9gJrA,La Guerrerita Mexican Food,Goleta
ERuy9x26QrzqVwP1oFSObQ,La Hacienda,Goleta
l7NDxnGzb6z2_H08rtfS0w,La Hacienda Mexican Restaurant,Goleta
WVuSLF5tLVqMGMmj5pn7mw,La Michoacana Premier,Santa Barbara
4FdsX3MbkcdBRAr1aymF6A,La Paloma Cafe,Santa Barbara
8_r9EZL6vX5fPBoVh3gUrA,La Playa Azul Cafe,Santa Barbara
UAy8Qc_T0CuHxQRiUMNN4g,La Salsa,Santa Barbara
2QaNH5-RCRNIkToUOBc22Q,La Salsa Fresh Mexican Grill,Santa Barbara
6RBZfirnzE4NahJTn1UPNA,La Super-Rica Taqueria,Santa Barbara
d0ybsdCs9S9DTDTxuwLbKg,La Tapatia,Goleta
JZrspVMm79n_iHTYftkI0g,La Tapatia Bakery,Santa Barbara
UBK6zb5-XUETfVzYkRTj1Q,Lab Social,Santa Barbara
-ujBP1Dw0j1-Ffaz97-LXQ,Lama Dog Tap Room,Santa Barbara
lBIIzOvyq4z6MDRmkrjpyw,Lao Ma Tou,Santa Barbara
cZ6sHHLv7VSmuFSxP6sQLg,Lao Wang,Goleta
VhWtlyWAH6Lw_XBXuKDWng,LaoWang Burger,Goleta
NMnn6FJkW802ldqdgScVxQ,Las Aves Cafe,Santa Barbara
T5HC59sxOcW-I3_ViqNbYw,Las Brasas Mexican Grill,Goleta
wJiaLWAxfqDeFsmE2cI8tg,Lazy Acres Market - Santa Barbara,Santa Barbara
NTWgjXi0ggOQnTOS1bTjEw,Le Bon Cafe,Santa Barbara
9h0i4lVC5eCVhRTanWsEAg,Le Cafe Stella,Santa Barbara
BBBT3Mogjo3hPPA0de--Dw,Le Café,Isla Vista
-Lwq2vdrQolANLzEbYMPpQ,Le Crepe Shoppe,Santa Barbara
iQ_JNYzwvhSsToR4EHl4cA,Le Macaron French Pastries,Santa Barbara
w1l5vu31SJgPLTp6nlLWEg,Le Petit Bistro,Santa Barbara
5p_14QRkLFd6QyhpPzfW3A,Left At Albuquerque,Santa Barbara
yL1yC5OOawjSamAb9Wjm5A,Lemon & Coriander,Goleta
M9kbUs_xPc9HnU-O6qZX1g,Lettuce B. Frank,Santa Barbara
gsXBNWHWhHv_f9NcwpVajw,Lighthouse Coffee,Santa Barbara
dDU-0EW4Asx-RnM-vULFQw,Lighthouse Coffee,Santa Barbara
hPzPpfSjgQkpWCD7YjcY-A,Lilac Pâtisserie,Santa Barbara
LlGIlNJE2Nv_PXkH7l4Wmg,Lilly's Tacos,Goleta
9ugpNKKhnYRa51qXoxUw_A,Lilly's Tacos,Santa Barbara
gUvG-W-02lg5M1RY6n8bkA,Lilsy Wood Fired Pizza,Santa Barbara
YGgGefpPTFhgthvQvMAGoQ,Lito's Take  Out,Santa Barbara
D-1BoOczhXGgwhBOR5v-nQ,Little Alex's,Santa Barbara
748Tn5Hsf4LMCCA_WxVBfA,Little Asia,Isla Vista
EILVLAwEPdGAV_ZC0edtgA,Little Caesars,Goleta
WtGHHomZhFffiL0UiKjGkw,Little Caesars Pizza,Carpinteria
pUeTnGsnVi-H8RJ6prFFgw,Little Caesars Pizza,Santa Barbara
kdowTW3-5Qcr8je9LgItKQ,Little Dom's Seafood,Carpinteria
E1R-xslwl7XeTN5lQ7mWPg,Little Kitchen,Santa Barbara
L9QTAucz_in5f-ufCrvb1Q,Live Culture,Santa Barbara
45D7B9CqiUTTPUFcqmLx5Q,Live Oak Cafe,Santa Barbara
Aes-0Q_guDeYewMapFs_vg,Longboard's Grill,Santa Barbara
vj6AetpADpHOYtMRZsXX3g,Los Agaves,Santa Barbara
yPSejq3_erxo9zdVYTBnZA,Los Agaves,Santa Barbara
PNVbv2kyUIHeJTDPis2gRg,Los Agaves,Goleta
Ak4vFqHZUWU5KXONRnuieQ,Los Altos Restaurant,Santa Barbara
iT78kOB6Ja3BJQdYipPa5g,Los Arroyos Mexican Restaurant & Take Out,Goleta
LwCcNUqX-BEMBd6Xj-JlvA,Los Gallos,Santa Barbara
-VvMsFD0W2nQuO9buaeC1g,Los Tarascos,Goleta
8JzURExziDYuCrd7Ve9nDQ,Los Tarascos Bakery and Deli,Santa Barbara
tGQytMbOXDdZS_OSK9hkBw,Louie's California Bistro,Santa Barbara
wK2IixmZUOEFGz1QZqR99Q,Lovejoy's Pickle Room,Santa Barbara
5kZFpY6mXiNZzZcotXbfVA,Lovin Oven Mediterranean,Goleta
1oGCzoCC6HnQWpdK9cCP0g,Low Pigeon Coffee Roasters,Santa Barbara
6MXO883UaicdJuobFkKJUw,Lucky Dragon,Goleta
ol6ATB97MdIuhm6yAGOeMQ,Lucky Llama Coffee,Carpinteria
DOfiulOub9hVPBCtiDl9Fw,Lucky Penny,Santa Barbara
eX7o_-s5TmDT-DMfTV4cmw,Luckys Steakhouse,Montecito
xWJjVW8-XqswB-5VugAr7w,Luigi's Pizza & Pasta,Goleta
PHSda9zEwtFicCICD6TP1A,Luna Grill,Santa Barbara
3Wy21heeDm8h2tSZfcj6OA,Lure Fish House,Santa Barbara
cCi63HyU5XtjCaCVw0qJCw,M Kitchen,Santa Barbara
Vt5gk5h5VlHXLu-cVKzOXw,M. Special Brewing Company,Santa Barbara
XyYsl2OyoMi6OMvzsdcVoQ,MIZZA,Santa Barbara
NG3SFWgDgjMMpIJoQoQ3XQ,MJ Cafe,Goleta
5lGOPqwxBNR9hfA9mFr2vA,Mac N Cheese After Dark,Santa Barbara
DLTwr11KNMA1hEN7OrkY2A,Mac's Fish and Chip Shop,Santa Barbara
DEegOHB-VnPXsptrCf3qMA,Mac's Grog N Groc,Santa Barbara
pwblP3G6LkVT03I4z9kb0A,Mad Dogs,Santa Barbara
eukRpR47MDH4XXfU_Dul9Q,Madam Lu,Santa Barbara
5pyYBpuNOAqgN9nSpk8vaQ,Madison's Sports Grill,Santa Barbara
i3pBufSYEgx3_nLxxRrtGg,Maeda Restaurant,Santa Barbara
ZCURd9PiH4qdEjQfrIZzFg,Maggie's at State and A,Santa Barbara
hrEtM0WMgwhv19mzVnKiJQ,Magic Pita Cafe,Santa Barbara
3ESm27p4DACKCpzZmiRxgw,Mala Town,Goleta
RnC8N3wdN4subTxtmV3FeA,Malibu Farm at Miramar,Montecito
fMWi5o0U30MK2JgvRl_blA,Mama Lu,Santa Barbara
FQxEfhBd1gMrurP19bhK8w,Mama's Bakery & Deli,Santa Barbara
nnn78cplvQGZSMVblpI5gQ,Mandarin Palace,Santa Barbara
mZ-pJSdAVrBa7ioXVzE7-Q,Marbella,Santa Barbara
uJc9lKaxLNBZch866x4_pA,Marketplace Cafe,Santa Barbara
3lty2YUwjp61iUqNgKVEMw,Marmalade Cafe,Santa Barbara
ifjluUv4VASwmFqEp8cWlQ,Marty's Pizza,Santa Barbara
xkS_mRHVHuX0ko6kVIyBdA,Masala Spice Indian Cuisine,Goleta
Zqc8nrT3Z1IbQBckFuU3Fw,Matador Tapas Bar & Latin Steakhouse,Santa Barbara
49Sy1N3MTnK6Eslh1tgZQQ,Matty's Hot Chicken,Santa Barbara
sdzD-6O7eKIYgF9WzOuasg,Max's Restaurant & Cucina,Santa Barbara
W7zCBDLFv13fDzRXJefrrA,Mayo's Carniceria & Tacos,Santa Barbara
b8jbsZHfrGZCVPjI9KXV_g,McDonald's,Carpinteria
j6TDQvbRoMszGR0hyaVxvw,McDonald's,Goleta
jshnKTsnoXLSez5XD1qo7Q,McDonald's,Santa Barbara
uQSCNdPI0dC_sPsOh1U8NQ,McDonald's,Santa Barbara
8qGe4GQYyZstFhYa0rvpIg,McDonald's,Goleta
apdwYbDYSOgD89eEa8yDcw,McDonald's,Santa Barbara
wUHUyTrOpUcTVTQpyZFo8w,McDonald's,Santa Barbara
z-O652VzhRqME3ev9LqH2Q,McMaster's Steak & Hoagie,Isla Vista
dq4BvgEvM4vPOqjmIjAMBQ,Meat n' Potatoes,Goleta
bDoeXKSLBvj5R5OYRBNv-g,Mediterra Market and Cafe,Goleta
RiOcLw__HPf_rTOTpYKnHQ,Meet Up Chinese Cuisine,Santa Barbara
QFNrQo2BGE62G-FbIlWWgw,Mels,Santa Barbara
-CoZunWzch6HzMaM34dOEQ,Mels Place,Santa Barbara
p6yHZaiijFq4b4P3sYSRjA,Merci Montecito,Montecito
M3LZKA-tVFRJyPeKA3_2OA,Merci To Go,Santa Barbara
KcGCtmMca0EjY_wCv_HN4Q,Mercury Lounge,Goleta
4h4Uskb7B8OTI7oDR7wImQ,Mesa Burger - Goleta,Goleta
tm87DWqehpt79ZInFVmv1w,Mesa Burger - Montecito,Montecito
QLHgjBHBoeIUoEvIPvjHnw,Mesa Burger - Santa Barbara,Santa Barbara
IRyKDIF51M0GcqS8yfPcYA,Mesa Cafe,Santa Barbara
ZrxlfdFU_qpnIHI2DmoRxA,Mesa Pizza,Santa Barbara
bXrQejeR66IwebuhxPS7GA,Metropulos Fine Foods,Santa Barbara
jW4a3W9-UkFxpglHvo_Kqg,Meun Fan Thai Cafe,Santa Barbara
sjNVeNqhDjEFHoOybnt2ug,Meun Fan Thai Cafe,Goleta
ZJ1rSNQ49v3nbG5qWgwojw,Mexican Fresh,Santa Barbara
hfN0fllM3m2jykAgToRTlQ,Mezza Thyme,Santa Barbara
2DBo3WFKwpbtl9kJzuroIg,Mika,Goleta
E_ac8Q20OJD9L8cafCBKaQ,Milk & Honey Tapas,Santa Barbara
okc-iCgWvKGa1DfQSOh1Ig,Milpas Taqueria,Santa Barbara
Nq4k3dnfiOMT_UrOL9xO-A,Ming Dynasty Restaurant,Goleta
9CBW1G-JR9ioTgwFTK6kbQ,Minnow Cafe,Santa Barbara
nhOMsw22-rz9kXSKwBZYAQ,Miracle At The Funk Zone,Santa Barbara
iXkQGJF88zOeXtHMjBmeZg,Miramar Beach Bar,Montecito
lmQjsnT_IK_OOdsbghiojw,Miro,Santa Barbara
LdXB3D3gl3ckxZutLmen1g,Miso Hungry,Santa Barbara
MJI-bNIn3QDgiGggm9Wp1w,Moby Dick Restaurant,Santa Barbara
Sp4HOjXy-LYV_4yy10L3jg,Modern Times Academy of Recreational Sciences,Santa Barbara
3rzlcCvPUJ56jvYWl7iGvA,Modern Times Kitchen,Santa Barbara
A2slwG21Uulatt357w58PA,Mojo Asian Fusion Café,Isla Vista
lkwj0-9Sc_anMVNlnuqYAA,Mojo Coffee,Goleta
Ji3XN5gL1aBlbhtFEGpMFA,Mollie's,Santa Barbara
6acxMT_WGbA-cUN5RXpIfw,Momma Donna,Santa Barbara
hLUqElKTjOzpt_ZXkWVuiA,Montecito Cafe,Santa Barbara
C6AiAF35zwpAoK5jjm-nhA,Montecito Coffee Shop,Santa Barbara
KMuVQ8E4VIhdjwDo5jPPcg,Montecito Confections,Montecito
2nF2syYoD5VBFk01le6NkA,Montecito Deli & Catering,Santa Barbara
kwqXOtLCbNjgvwuMj4H1AQ,Montecito Gourmet by Village Cheese & Wine,Santa Barbara
edDmC1Zcr5SVczbKBfiXqw,Montecito Village Grocery,Santa Barbara
EaTbY8HFwwF7i3SjVbHGYw,Montecito Wine Bistro,Montecito
m4kvY0viCwxqRtgOycnKVQ,Mony's Mexican Food,Santa Barbara
vgDl4_ZjoLLIU2ZPL83GIg,Mosaic Locale,Santa Barbara
7grEnJV48N6BxbEP3uxISA,Mr B Restaurant & Cafe,Santa Barbara
HMRiG6zL_q2u8e8IqUmQvg,Mr. Pickle's Sandwich Shop,Isla Vista
agXGQ4DH4SqxtJxBHKjWIg,Muddy Waters Cafe,Santa Barbara
IQPsL4ZKgYpvuN0BJn_yhQ,Mundos,Santa Barbara
0Qs-G8Xs-mz-jmQH5lez5A,Museum Cafe,Santa Barbara
WzgtV5eNV7rwtJYJUiPJ2w,Mylestone BBQ,Goleta
q0DRuEAxE5i57xNSTrDP4Q,Naan Stop,Isla Vista
2QvkOHC-pWGiAmvQ9xX64Q,Nardonne's La Famiglia Pizzeria,Santa Barbara
fAiPD2OIEm9wtS7uJqzu5Q,Natural Cafe,Goleta
MOowZBGbgn7FrTol3dvrlg,Nectar Eatery & Lounge,Santa Barbara
9JaoQxrPpDfQ_vbZFgSXIw,Neighbor Tim's BBQ,Goleta
MCsD2G2R0udfzg9FTltUTA,New Baja Grill,Goleta
fp7IHO1z53wYP4PzKSl11g,New China,Goleta
pyFEy1qXkmYJDHxVvpK7cA,New Si Chuan Garden,Santa Barbara
RDjtVGc0c04ZIR6em1hCbQ,Nicky D's Wood fired Pizza,Santa Barbara
uQcKo8m34OULhySxwRaOAg,Nicoletti's Cafe,Isla Vista
WrU1ZYN4jlYcL5mvJrQsCQ,Night Lizard Brewing Company,Santa Barbara
G0rJD85hUDQ0Omz0rOFeOQ,Nikka Fish Market and Grill,Goleta
2xxkaRy7rP5EUyjFt2J5kA,Nikka Ramen,Goleta
hlb7WwqcCijqqbp8zye1dw,Noemi Pizza Romana,Santa Barbara
5Z3uvoIoOFUzTmrBmIJv2g,Nona's Italian Deli,Santa Barbara
L6nIOUwcTGgQKExGHmvTzQ,Noodle City,Goleta
RRGLss4hhvZZuR0N6GQlSw,Nook,Santa Barbara
FSWJmMXXKAXdL6mrc-DzBQ,Nordstrom Ebar Artisan Coffee,Santa Barbara
4sOLSCiwSdHhzcXC9Sd0xQ,Northstar Coffee,Santa Barbara
vhWlxyLEWAbNOMtQ42yzFg,Norton's Pastrami & Deli,Santa Barbara
cJjzBIPfMmps5NhNowKPpA,Norton's Pastrami and Deli,Santa Barbara
g0lCOgLkkByZrhmwYzP5KA,Nuance,Santa Barbara
eoH4nxBTSu6kf-41pWDwJQ,Nutbelly Pizzeria and Deli,Carpinteria
f7S0WFDy_J1TGahYhnoMLA,OPPI’Z Bistro And Natural Pizza,Santa Barbara
NORF647ibBQ4U-VNMgzSLg,Oakberry Açaí Bowls and Smoothies,Santa Barbara
eTVtHkrdoh8plErbmRhTfw,Oaxaca Fresh,Carpinteria
Y57sylYCgq2VQJuBCnjPfA,Oku,Santa Barbara
qmOn3S_BzihpLP2aMG9QSg,Old Kings Road,Santa Barbara
jtgBkAQuchDYgkdsebzLsQ,Old Town Coffee,Goleta
zZrDoiQIUmiVkifJx0h_KA,Old Town Coffee Downtown,Santa Barbara
WhAp8J-Jkd6LcEtnFZSk5w,Old Town Tavern,Goleta
z6I4QVP1M1HXETgwD92XHg,Olio E Limone Ristorante,Santa Barbara
4D7QDfPOsSPfKxBi3gs_qQ,Olio Pizzeria,Santa Barbara
iHdrLu8deF5GceB0V1rPhA,Oliver's,Santa Barbara
y4x_wAQvUxvTR8iV-JP4Jg,On The Alley,Santa Barbara
Qki5LF9vIN7KPM3gn2WkJQ,On The Alley - Goleta,Goleta
1cYZIJM5P3yOsIjq8qxoSw,On the Side,Isla Vista
ss7TePuqCeqJXhVtsKTwow,One Piece,Goleta
Ukn2qaxEP0sbjoiwn2LwhA,Onus Donuts,Santa Barbara
CoZ2mpsMBP8HUG1ymKoZTg,Opal Restaurant & Bar,Santa Barbara
_l05Dd6BKBAiJKX71bLq6g,Open Cup Coffee & Tea,Santa Barbara
w8AxfAjNq7wU5jHmpLSpNg,Oreana Winery,Santa Barbara
ywXa1pDqHPe9tOPx0yJFUg,Otaco,Goleta
bjhCtlYHrkgA5Ku8l-rB3g,Our Daily Bread,Santa Barbara
PGVZjuHpB5s5jFMKqKdCmw,Our Daily Bread,Santa Barbara
zpuFEeAhrNzXPkOlBf5Kog,Outback Steakhouse,Goleta
DBtNuEt5U_dXoalpU8rbcQ,Outpost,Goleta
Umywf9wstVwg30wROIrL_Q,Oveja Blanca Restaurante,Santa Barbara
hsHeiukmYUWH9L7CDX5Zow,Overlook Cafe,Goleta
-8iATYRnN46Km0_-ldx6cg,Pace food+drink,Santa Barbara
ZKi4F9BlA46rLvLyeIE3VA,Pacific Crêpes,Santa Barbara
_v3DcLatG70adfYzWTd-CQ,Pacific Health Foods,Carpinteria
1FURjeGJi_LBXcJQg8eskw,Padaro Beach Grill,Carpinteria
U1lGcthY52-LUPdxhV3qVw,Paesano's Pizzeria,Santa Barbara
D_WS8rM-DVygaCKbIErZ6Q,Palapa,Santa Barbara
z-9_8ot2TnKL9DX4k3MYMQ,Palazzio,Santa Barbara
GR9fdito21ebH62tG8o_Yg,Palmieri's Cocktail Lounge,Santa Barbara
uqsJ4HJWaPuQMc55ahwiDA,Paloma Restaurant & Tequila Bar,Goleta
DdD7j67fu8kM6DkvY4JCIA,Panaderia Veronica,Santa Barbara
-nwNPb3G-0L95igrhkvMtw,Panda Express,Santa Barbara
LEo6sBsQz3xrpKW-DQjTWQ,Panda Express,Santa Barbara
Ak_vHsHsYRP928VHVRL_tQ,Panda Express,Goleta
ebJav941naDgngDP2EIRHw,Panda Express,Santa Barbara
1J0NIfmrSuV72KzhmYFxMA,Pane E Vino,Montecito
9uJuBPIQyrC0v9pVv3JKRQ,Panera Bread,Santa Barbara
EC9-hDcyqE8c_m03X3VhIQ,Panera Bread,Santa Barbara
BHZZFNH4wu5VAq_JypqjiQ,Panino,Montecito
I7tLQ1YEJjcN16josIx6Dw,Panino,Goleta
wfjqxgLSsLtyzswzQBziSw,Panino,Santa Barbara
XQY1_EorK7FMCffiftN0fA,Papa John's Pizza,Goleta
29YqJwOGEuAWqlHZxMc1OA,Paradise Cafe,Santa Barbara
q3z5nfCo6HmXBPgJ4OXrtg,Paradise Store & Grill,Santa Barbara
LMm555z8BReDxgkpF_TEug,Park Place Deli,Santa Barbara
CziOtnFSklimJnBgksDDwA,Pascucci,Santa Barbara
Gof3vW62_EDmqgAPTL-nKQ,Pascucci,Goleta
